Layer,Name,GEOID,Longitude,Latitude,"Uninsured rate (% of residents), 2015-2019","Homicide (crimes), 2017-2021","Major crime (crimes), 2016-2020","Violent crime (crimes), 2016-2020","Eviction rate (% of renter-occupied households), 2018","Severely rent-burdened (% of renter-occupied housing units), 2015-2019","Traffic crashes (number of crashes), 2021","High school graduation rate (% of residents), 2015-2019","College graduation rate (% of residents), 2015-2019","Unemployment rate (%), 2015-2019","Median household income, 2015-2019","Per capita income, 2015-2019","Poverty rate (% of residents), 2015-2019","Demographics, Non-Hispanic White (% of residents), 2016-2020","Population (residents), 2015-2019"
Census tract,Tract 3511,17031351100,-87.6141894,41.827754,8.519437552,0.5,75.6,26.4,1.19,26.72413793,56,84.06593407,12.63736264,41.92799071,12222.62623,9080.78653,74.94754511,0.988397078,2418
Census tract,Tract 3514,17031351400,-87.6240909,41.8274019,9.777294948,1.4,63,19.6,0.72,35.02170767,81,82.65609514,26.95738355,27.43009321,17615.30451,20916.25156,60.29331885,4.161979753,1841
Census tract,Tract 3515,17031351500,-87.6277309,41.8272402,2.18878249,0,26,8,1.57,33.33333333,34,92.98642534,32.80542986,18.11926606,17236.62903,21796.64553,51.2995896,14.86676017,731
Census tract,Tract 3602,17031360200,-87.6098876,41.8268855,7.244414353,0.4,70.2,25.2,1.99,15.46707504,27,91.30925508,18.96162528,10.40787623,33597.10695,20610.76546,15.43669601,0.480769231,1477
Census tract,Tract 3801,17031380100,-87.6100974,41.8202019,3.729355354,0.8,90.4,23.6,1.06,26.52519894,48,71.42857143,32.12508884,18.8466948,17752.13683,28167.30362,36.06124604,3.920543649,1894
Census tract,Tract 3802,17031380200,-87.6149861,41.820574,3.727506427,0,69.6,11.4,1.06,19.36170213,46,89.21775899,37.70260747,4.817275748,29407.2802,50592.95353,31.10539846,0.609013398,1556
Census tract,Tract 3805,17031380500,-87.6277942,41.8200988,6.074766355,0.35149067,28.2,11,0,35.67073171,25.48307355,83.25471698,8.726415094,20.68126521,21788.15981,11184.18563,50,,856
Census tract,Tract 3807,17031380700,-87.623768,41.813806,5.039787798,0.648783259,77.2,21.2,1.31,23.62204724,73.79909573,81.43939394,17.14015152,22.85714286,45875.95111,21569.65239,19.09814324,,1330
Census tract,Tract 3812,17031381200,-87.6139992,41.8085114,6.803455724,1.2,84.8,27,1.13,45.4674221,67,87.81804163,43.02235929,8.893709328,39309.06063,36887.44684,20.95032397,1.313131313,1852
Census tract,Tract 3814,17031381400,-87.6214298,41.8076202,20.70671378,1,118.6,39.4,1.74,36.75048356,136,92.84116331,32.88590604,9.358974359,45568.34357,26234.67974,15.26501767,0.962155228,1415
Census tract,Tract 3815,17031381500,-87.6228619,41.8101927,16.42651297,0.4,34.8,12.6,4.62,43.07692308,64,84.82490272,36.96498054,13.01369863,20053.88975,20556.66896,53.60230548,3.002309469,347
Census tract,Tract 3817,17031381700,-87.6274463,41.8055502,,0,5,1.6,,,33,,,,,,,,0
Census tract,Tract 3818,17031381800,-87.6211978,41.8038481,16.22276029,0.75,68,24.8,1.32,26.97368421,62,90.84821429,39.50892857,6.376360809,43312.20142,31070.48231,28.81632653,9.312445605,1252
Census tract,Tract 3819,17031381900,-87.6138885,41.8039557,9.211691763,0,40,9.8,1.44,24.90974729,44,92.84876905,28.01875733,9.686609687,55837.13161,37575.85128,17.573595,4.153846154,1129
Census tract,Tract 3901,17031390100,-87.5905449,41.8135545,10.20910209,0,51.8,10.2,0.76,20.40302267,87,92.79279279,54.55455455,3.941441441,85105.45806,47458.53883,11.22320303,7.246376812,1626
Census tract,Tract 3902,17031390200,-87.5994765,41.813041,9.052729818,0.2,54.4,13.6,1.85,18.76923077,33,94.46441409,58.73472322,6.545741325,92812.61785,57410.1729,4.713019132,21.48114075,2143
Census tract,Tract 3903,17031390300,-87.6042089,41.8132006,5.592683785,0.75,111.4,39.6,1.53,26.50878533,59,87.79247202,35.24923703,23.28581127,23814.12667,25430.65729,39.95726496,11.89207195,2980
Census tract,Tract 3904,17031390400,-87.6040582,41.8059243,3.601859024,0.5,178.6,38.8,2.11,31.18942731,57,90.0528592,40.50937049,19.71383148,27104.46656,36905.479,35.4763749,11.48881239,2582
Census tract,Tract 3905,17031390500,-87.5991987,41.8059781,4.856230032,0,55,14.8,1.49,28.85572139,38,98.24407375,68.12993854,3.84180791,49261.75541,69291.2487,21.72523962,25.4950495,1565
Census tract,Tract 3906,17031390600,-87.5943504,41.8060181,7.413997628,0,69.4,12.2,0.24,28.30188679,48,98.33887043,81.39534884,7.032057911,54997.04483,66192.89833,13.34519573,45.85764294,1686
Census tract,Tract 3907,17031390700,-87.5804887,41.8040164,4.050774687,0.4,149.2,27.2,1.26,24.15458937,170,97.26994587,71.21675688,7.184201566,64908.3717,55784.09583,15.65524944,24.39243924,5372
Census tract,Tract 4003,17031400300,-87.6114331,41.7897197,4.288939052,2,194.2,56.8,2.01,46.35036496,215,86.34886241,18.09317443,27.1641791,31285.80758,21357.50926,34.31151242,0.470957614,1329
Census tract,Tract 4004,17031400400,-87.6183211,41.7911261,5.344995141,1,103.4,40.2,2.08,28.64,71,80.43303929,20.36888532,24.30769231,38812.64571,18499.94135,34.5983243,3.716904277,2084
Census tract,Tract 4005,17031400500,-87.6231791,41.7910414,13.46336822,2.6,163.6,58.4,3.93,38.48314607,117,84.6419327,23.29594478,9.703196347,23712.29797,15289.15513,36.58653846,0.758293839,2102
Census tract,Tract 4008,17031400800,-87.620558,41.7828633,4.159869494,1.8,175,65,1.96,46.85242518,145,74.644727,8.526551982,24.14151925,20104.8041,12189.74405,51.14192496,0.969529086,2452
Census tract,Tract 4101,17031410100,-87.5810259,41.8015822,15.14698555,0.4,106.8,13.6,0.79,24.82758621,83,95.1653944,70.22900763,5.342960289,51120.1292,51306.81515,18.98355755,32.54189944,2007
Census tract,Tract 4102,17031410200,-87.5942651,41.8016709,3.457627119,0,17,3.4,0.84,31.59663866,17,97.1257485,77.1257485,8.343868521,44223.35615,34696.00834,29.4256491,39.90450205,1475
Census tract,Tract 4105,17031410500,-87.6037435,41.7978296,6.811881188,0.6,81.6,15.6,1.91,34.60721868,47,94.52054795,63.82316314,0.985915493,57362.44069,49566.18079,31.33832086,39.36950147,2525
Census tract,Tract 4106,17031410600,-87.5989422,41.7979687,5.842607313,0,71.2,11.8,1.1,45.59748428,42,93.59067735,75.45520757,6.730769231,43506.31238,34082.91471,33.34719335,43.53604511,2516
Census tract,Tract 4107,17031410700,-87.5941996,41.7980493,3.705397987,0.2,102,18.8,0.39,36.97368421,76,92.36861051,76.24190065,5.287356322,41913.1175,40036.71155,30.78682525,45.35249214,2186
Census tract,Tract 4108,17031410800,-87.5896248,41.7979614,9.83436853,0,122.8,22.4,0.92,32.84839204,161,96.85298262,71.39502114,3.1783402,40744.20888,35396.08066,21.49758454,48.15068493,2898
Census tract,Tract 4109,17031410900,-87.5780937,41.7967097,4.019196161,0.75,95,19,0.75,24.83598875,82,96.13083367,81.37215796,5.999032414,64017.37057,55875.31738,17.31061758,57.2017673,3342
Census tract,Tract 4110,17031411000,-87.577462,41.7872267,9.046524986,0,93.4,18,0.76,28.46320346,275.2773997,97.80801209,72.29780801,9.496919918,71434.95499,75163.37044,9.978172747,38.36056009,3509
Census tract,Tract 4111,17031411100,-87.5897011,41.7904545,0.901287554,0,44,8.4,0,20.72289157,42.72260029,96.45390071,92.35618597,3.742880391,121539.9793,63920.84545,15.81713085,62.46672582,2330
Census tract,Tract 4112,17031411200,-87.5940171,41.7905618,1.184132623,0.25,35.4,4.8,0.89,37.38872404,21,96.92982456,86.57894737,5.041031653,93948.64429,97371.57364,21.19402985,60.25029797,1689
Census tract,Tract 4201,17031420100,-87.5795042,41.7825689,8.591731266,0.6,47.2,14.2,0.4,24.933687,99,87.11484594,24.46311858,22.88135593,19528.83551,20237.39355,45.02583979,2.359108781,1548
Census tract,Tract 4202,17031420200,-87.5935208,41.783468,2.121212121,0,62,20,1.91,31.1440678,26,87.1001032,51.49638803,6.995230525,30978.20005,19090.75995,38.0620646,20.60270603,1713
Census tract,Tract 4203,17031420300,-87.598697,41.7832241,5.382947977,0.25,49.2,8.8,1.34,35.95317726,13,95.03968254,49.4047619,18.78453039,38948.41731,16838.86067,34.51551615,34.07129456,2768
Census tract,Tract 4204,17031420400,-87.6035584,41.7831699,10.77057793,0.25,70.6,17.8,1.04,40.20797227,44,85.47945205,38.08219178,18.53448276,14506.34699,25524.00027,50.78809107,24.35424354,1142
Census tract,Tract 4205,17031420500,-87.6084261,41.7831002,10.89337176,0.8,104.4,32.2,1.56,24.28977273,103,89.59200666,18.98417985,32.1299639,30183.72404,18759.81668,19.76945245,0.608070757,1735
Census tract,Tract 4206,17031420600,-87.6132777,41.7830135,9.134107709,2.6,190.2,75,2.56,34.27109974,64,87.98418972,17.31225296,28.35633626,22138.19597,17764.86541,45.40654699,4.225352113,1894
Census tract,Tract 4207,17031420700,-87.6106933,41.7766914,10.02243829,2.8,228,94.4,2.35,40.07050529,223,80.86847074,12.46066709,38.40336134,20681.8334,15467.35535,52.46821242,0.897226754,2674
Census tract,Tract 4208,17031420800,-87.6032569,41.7769097,6.81531342,1.8,142.2,44.4,2.23,43.63057325,108,87.97850907,22.09536602,9.5703125,41545.04918,21991.81721,22.5,2.051473331,2377
Census tract,Tract 4212,17031421200,-87.6089474,41.7706621,14.74245115,1,77.4,32.4,3.86,21.06824926,121,82.60869565,13.70223979,15.78947368,21119.90896,17567.57231,35.18687329,1.676963813,1126
Census tract,Tract 4301.01,17031430101,-87.573953,41.7698532,9.284151297,4.4,257.6,95.2,2.81,29.5813315,137,92.90350498,19.81826049,17.99065421,34072.30755,29379.70159,29.63426071,1.415428167,3199
Census tract,Tract 4301.02,17031430102,-87.5638143,41.7689528,8.525641026,1.25,118,29.2,1.68,20.82128398,95,91.5442636,34.57721318,8.609625668,32146.04796,30052.1953,24.74358974,1.957540667,3120
Census tract,Tract 4302,17031430200,-87.5813509,41.7697613,10.61073411,2.4,291.2,100.8,1.86,38.58942065,241,89.1606448,25.48638132,20.54908486,24325.3916,31467.18996,31.68825828,4.674329502,4863
Census tract,Tract 4303,17031430300,-87.5893601,41.7697163,4.836065574,2.2,164,62.2,2.51,50.53892216,121,93.06451613,23.22580645,26.65148064,19233.95657,22756.59318,57.90342551,0.927878532,2450
Census tract,Tract 4304,17031430400,-87.5903116,41.7621978,5.15578635,2.890512281,194.4,62.4,1.78,38.45177665,183.7472791,89.46212953,12.7881449,16.07910576,35817.18476,18331.28756,32.75222552,2.938126512,2765
Census tract,Tract 4305,17031430500,-87.58127,41.7643139,7.095662166,2.4,338.6,103,3.57,44.16722859,166,80.62875636,9.200184928,20.74468085,19826.8966,15351.73735,51.42200517,1.37146192,3481
Census tract,Tract 4306,17031430600,-87.571373,41.7644133,2.121771218,0.6,108,29,1.8,32.2,96,93.16725979,23.55871886,29.36507937,38295.01648,27304.94181,22.23247232,1.215121512,2168
Census tract,Tract 4307,17031430700,-87.5608903,41.7652716,3.686826843,1,77,24.2,2.71,39.16967509,84,85.49701249,25.58392178,9.895052474,25634.31469,29964.1559,38.93951947,3.648548027,2682
Census tract,Tract 4308,17031430800,-87.5712983,41.76075,9.14665304,0.75,63.2,17.8,1.89,22.68907563,60,96.0085531,37.99002138,10.44534413,50930.2611,27625.27793,22.30252969,0.423728814,1957
Census tract,Tract 4309,17031430900,-87.5811851,41.760641,4.65901418,0.6,95.4,28.8,1.78,36.74832962,79,89.03467666,25.77319588,17.63907734,42870.94372,25266.24637,27.48143147,0.589777195,1481
Census tract,Tract 4312,17031431200,-87.5711843,41.7553011,5.526706231,2.2,184,44.4,1.84,41.57894737,157,94.92827869,36.68032787,11.92259675,58933.36054,34292.9364,16.52304234,0.811123986,2696
Census tract,Tract 4313.01,17031431301,-87.5601871,41.7535302,8.590852905,2.6,305.2,119,4.62,32.16266174,112,89.14572864,20.85427136,18.6377709,29022.24042,15854.51656,28.95143829,4.892473118,3236
Census tract,Tract 4313.02,17031431302,-87.5627859,41.7583855,14.52991453,3,320.6,123.6,5.03,35.63390848,172,89.7039897,12.61261261,22.99651568,31785.40465,17969.58353,45.32224532,1.3566987,4329
Census tract,Tract 4314,17031431400,-87.546555,41.7572084,9.970354189,3.8,278.4,103.4,2.15,38.38146407,153,89.83016983,19.8001998,15.46172539,32065.43357,24472.83107,39.75659229,7.894736842,6924
Census tract,Tract 4401.01,17031440101,-87.6014512,41.7486271,15.80234834,4.432026518,363.2,136.4,5.05,40.20397209,155.5837954,77.11962834,6.813782424,23.99061033,21642.84177,14979.42616,39.26125245,0.361097737,4088
Census tract,Tract 4401.02,17031440102,-87.6011636,41.7409356,16.67146559,3,247.2,85.2,4.65,31.09305761,183,86.739898,15.53550412,9.485530547,33992.75388,21569.65239,28.90872445,4.882405478,3473
Census tract,Tract 4402.01,17031440201,-87.6100746,41.7482101,5.675259715,1.8,301.4,97.8,1.93,47.51203852,249,91.24683366,25.64030397,11.1440678,30600.58528,30865.76419,30.16544825,0.490030416,5198
Census tract,Tract 4402.02,17031440202,-87.609762,41.7409599,5.345285525,0.4,296.6,57.4,1.38,31.98724761,273,89.3728223,32.66550523,15.625,37968.31607,28011.37842,21.94555113,0,3012
Census tract,Tract 4403,17031440300,-87.6195427,41.7437208,9.094772631,2,264.2,76.8,1.32,34.5646438,312,91.47760326,32.63525305,17.91158537,57455.78367,31243.37896,15.40586485,0.043744532,4706
Census tract,Tract 4406,17031440600,-87.6191373,41.7326718,11.03023516,0.8,122.2,30.2,4.03,31.54362416,123,91.71359614,30.49074819,10.59751973,72464.90987,34995.13015,18.42105263,0,1786
Census tract,Tract 4407,17031440700,-87.6096294,41.7347514,15.11232131,1,64,21.4,1.04,31.25,114,93.26750449,30.07181329,21.40625,42428.6253,22988.8899,13.47855684,0.933908046,1469
Census tract,Tract 4408,17031440800,-87.603328,41.7317114,10.38461538,0.5,77.2,27,2.02,42.56880734,58,84.93377483,12.83112583,19.43699732,25899.4936,15695.40921,48.89746417,1.141670991,1820
Census tract,Tract 4409,17031440900,-87.6090057,41.728669,13.15902272,2.8,149.4,51.4,0.83,35.20833333,74,84.8661234,27.35739232,11.23481781,32263.7874,22598.54655,24.90355765,0.079681275,2333
Census tract,Tract 4503,17031450300,-87.5790892,41.7419438,7.072060005,2.2,145.4,41,0.69,19.31034483,333,86.75344564,20.71209801,13.24429605,52925.4672,25989.65443,12.96544334,1.169415292,3733
Census tract,Tract 4601,17031460100,-87.5367253,41.7478345,12.29321164,2.2,168.6,61.6,2.22,19.78922717,115,86.28544863,23.52394235,24.7826087,43688.75547,18943.32048,31.58798283,2.873563218,3523
Census tract,Tract 4602,17031460200,-87.5470102,41.7413875,15.68071313,0.6,82.8,34.2,2.72,33.39805825,47,75.48891786,13.75488918,13.47905282,30085.07749,16472.91377,37.26298434,7.314897413,2468
Census tract,Tract 4603.01,17031460301,-87.5563673,41.7400264,13.07099615,2,125,46.2,1.4,35.72542902,47,74.61538462,11.31868132,16.96969697,36576.65716,15844.97012,37.53803596,1.118760757,3634
Census tract,Tract 4603.02,17031460302,-87.5573879,41.747084,9.090909091,2.2,203.6,76.6,3.46,40.45112782,76,81.99588477,9.20781893,21.68141593,30198.57406,15245.66579,29.47464875,9.657667687,3322
Census tract,Tract 4604,17031460400,-87.5636922,41.7444903,5.164602839,1.4,177.4,54,3.58,38.10264386,85,93.18592058,21.29963899,9.347181009,47249.57785,22369.43197,24.64512232,0.229095074,3311
Census tract,Tract 4605,17031460500,-87.5726041,41.7468819,2.971642044,3.2,284.4,73.8,1.65,19.23743501,224,93.18073438,28.39771102,7.879525403,63383.06262,31101.24306,7.879096621,0.328245528,5889
Census tract,Tract 4606,17031460600,-87.5595142,41.7356327,13.75,0.748659548,62.8,24.2,0.56,33.51955307,24.86619213,81.80708181,15.995116,25.52783109,42545.30402,16820.8285,26.16666667,,1200
Census tract,Tract 4607,17031460700,-87.5492807,41.7355805,9.430403621,2.051340452,129.4,53.6,4.22,29.36046512,68.13380787,62.84875184,6.167400881,27.63037511,26005.56516,13485.93855,40.70695553,,2651
Census tract,Tract 4610,17031461000,-87.5465424,41.7273925,3.228346457,0,122.4,31.6,1.27,19.58598726,105,71.44329897,8.24742268,13.31444759,16924.77863,17936.70135,31.49606299,7.053637032,1288
Census tract,Tract 4701,17031470100,-87.5964894,41.7282207,15.50348953,1.5,139.8,51.8,0.88,43.2967033,104,84.58549223,15.02590674,20.14028056,30616.49602,21184.61261,15.70289133,2.52293578,2006
Census tract,Tract 4801,17031480100,-87.5757302,41.7352411,9.83908046,0.25,99.4,24,0.74,21.56133829,102,93.80952381,27.20238095,8.510638298,63642.93795,32195.90159,13.51724138,0.581395349,2175
Census tract,Tract 4802,17031480200,-87.5898841,41.7351237,7.591623037,0,50.4,12.6,0.46,23.85321101,127,90.69264069,25.64935065,14.05975395,49916.21695,30816.97127,13.10894597,0,1146
Census tract,Tract 4803,17031480300,-87.5879725,41.729194,9.918845807,0.6,72.8,24.6,1.21,33.87096774,174,96.50112867,34.08577878,8.052434457,39655.91464,38813.70643,15.50946799,1.765225066,1109
Census tract,Tract 4804,17031480400,-87.5756385,41.7284498,5.912596401,1.2,211.8,58.6,0.29,25.36443149,188,92.8711416,28.93189613,7.37442109,57221.36551,31779.04035,8.703635696,0.489734413,5446
Census tract,Tract 4805,17031480500,-87.5590911,41.7276,5.886355903,0.50160901,100.8,26.6,1.98,38.32599119,161.1078037,86.83683684,19.66966967,10.86797958,34142.31478,26661.08742,26.53963933,1.71998624,2939
Census tract,Tract 4903,17031490300,-87.619148,41.7253813,6.993918332,0.455900945,104.4,32.4,0.35,34.96503497,72.94415124,92.54032258,34.67741935,12.42990654,60780.06646,26411.81925,18.63596872,,2302
Census tract,Tract 4904,17031490400,-87.6108237,41.7236539,4.043126685,0.294099055,45.4,14.4,0,20,47.05584876,95.40441176,38.97058824,9.601873536,60043.92981,32702.92367,2.156334232,,742
Census tract,Tract 4905,17031490500,-87.6132064,41.7179274,9.456148947,0.75,137.8,37.2,1.65,39.66942149,128,89.92248062,35.11627907,21.98895028,56419.4645,27085.37368,21.06934886,1.925925926,2041
Census tract,Tract 4906,17031490600,-87.6283302,41.7179734,6.352459016,2.5,153.8,57.8,1.88,58.75,118,83.64779874,26.86433064,17.28971963,39433.16436,22806.44682,16.12021858,9.041835358,1464
Census tract,Tract 4907,17031490700,-87.6283617,41.7107339,8.894490457,2.4,170,65,0,36.96498054,93,86.31078224,12.10359408,23.46570397,47461.72098,23698.50866,15.66438603,0,2777
Census tract,Tract 4908,17031490800,-87.6153371,41.7106828,7.463804294,1.6,155.2,57.6,1.37,33.26810176,168,90.54470709,21.00034258,22.91479821,42625.91841,25584.46106,24.11382926,1.317456296,4006
Census tract,Tract 4909.01,17031490901,-87.6162677,41.6960582,9.466911765,2,157.6,51.6,2.85,41.61915621,134,81.16258741,8.784965035,20.66062176,39294.21061,26126.48675,21.69117647,0.034153005,3264
Census tract,Tract 4909.02,17031490902,-87.6153262,41.7032801,5.803996194,1.8,258.6,75.4,1.5,29.57422325,203,86.46258503,25.57823129,8.9706728,47660.0748,25905.85789,13.91531874,0,4204
Census tract,Tract 4910,17031491000,-87.6280536,41.6997625,3.521126761,5.6,304,119.2,3.73,26.91511387,187,75.89453861,10.64030132,34.64174455,25967.3794,13896.4355,38.83610451,0.084222347,3408
Census tract,Tract 4911,17031491100,-87.6376994,41.6997531,4.864593781,1.4,170,45.6,0.88,29.23976608,129,84.67619337,21.03982974,14.59034792,45359.38259,28465.36472,19.20762287,3.017964072,4256
Census tract,Tract 4912,17031491200,-87.6374383,41.6887765,9.166235111,1.25,127.4,41.8,1.5,19.5,66,92.57057949,22.21396731,18.8703466,41616.11713,23216.94377,25.23809524,4.026503568,1931
Census tract,Tract 4913,17031491300,-87.6278036,41.6888969,14.99785131,3.2,182.4,76.4,1.53,57.49235474,93,77.57879656,13.53868195,16.47307286,37390.22605,16978.87513,32.10141813,0.862068966,2327
Census tract,Tract 4914,17031491400,-87.6168215,41.6891232,8.992805755,3.4,238.6,76,2.83,37.44343891,166,81.14011721,14.86414491,36.09022556,35311.22341,15997.71317,33.87779794,2.373371925,3336
Census tract,Tract 5001,17031500100,-87.5950247,41.7146834,2.327806122,1.608473842,150.2,34.8,0.39,24.5751634,109.4920014,92.40963855,22.4497992,6.849315068,49297.81974,31785.40465,8.992346939,1.279707495,3136
Census tract,Tract 5002,17031500200,-87.6003086,41.7008552,5.84045584,1.2,194.2,32.2,1.64,27.91970803,117,86.4177919,17.47418586,27.00460829,33317.07802,19264.71732,32.56150507,1.261682243,2106
Census tract,Tract 5003,17031500300,-87.6053698,41.689315,19.64956195,0,52.4,11.2,0.43,25.59139785,104,87.59183673,40.81632653,17.52096925,45126.02516,28784.64012,21.1514393,46.10883558,1598
Census tract,Tract 5101,17031510100,-87.5500748,41.7126213,12.45112782,0.25,59.2,14.8,0.99,24.25447316,114,66.27078385,11.78147268,21.40957447,46546.32339,17935.64063,22.91917973,11.17597998,3325
Census tract,Tract 5102,17031510200,-87.5600499,41.7142651,7.314654104,1,83.4,22.4,1.34,27.090301,132,83.15195486,23.74042725,17.36810907,51830.80867,18773.60598,35.30882721,6.335939606,4033
Census tract,Tract 5103,17031510300,-87.5749736,41.7157381,3.106107984,2.791526158,303,89,0.8,45.13540622,491.5079986,85.19093449,14.74697299,28.21345708,30295.09918,23557.43348,25.20016856,0.749219563,4817
Census tract,Tract 5201,17031520100,-87.5294325,41.7211184,11.79410295,0.508449379,41.8,10.4,0,16.43192488,91.86414913,56.74381484,12.37031125,5.875952122,61559.69245,18145.66233,9.645177411,9.553853087,2001
Census tract,Tract 5202,17031520200,-87.5406913,41.712308,14.72624292,2,82.2,27.6,1.35,48.27586207,138,77.68240343,9.993868792,16.00312256,31429.00419,13763.84605,39.0497168,10.85883514,3178
Census tract,Tract 5203,17031520300,-87.5395629,41.7011139,13.36834971,1.8,95.6,27.8,0.37,28.86029412,125,61.5590598,7.914311217,16.14953271,44180.92753,19024.99559,25.02123323,11.72214182,5902
Census tract,Tract 5204,17031520400,-87.5307029,41.703008,11.31782946,0.491550621,58.6,14.6,0.45,28.5077951,74.13585087,75.28653295,13.57449857,10.95260009,48505.46516,22604.91085,16.9213732,10.96306685,4515
Census tract,Tract 5205,17031520500,-87.5308719,41.6931158,1.611374408,0,38.2,7,0,11.78707224,39,77.98838276,15.65270559,7.641741988,67693.81095,28387.93247,9.36492891,18.33717358,5275
Census tract,Tract 5206,17031520600,-87.5404,41.6895203,7.538569425,0,36.6,8.8,0,48.35164835,43,75.68037058,9.26462073,9.107981221,58684.09237,20287.24719,16.54978962,12.79794646,2852
Census tract,Tract 5301,17031530100,-87.6179395,41.6818522,12.50552364,2.4,114.6,48,1.24,19.55445545,96,60.02939015,6.612784717,20.45639772,39458.62153,16921.59649,22.82801418,0.382958353,2263
Census tract,Tract 5302,17031530200,-87.6323954,41.6815612,11.38952164,2.4,292.6,104.4,2.57,44.25981873,149,79.10233393,13.03411131,23.79201681,40125.81166,20909.88726,28.04293218,0.740740741,4390
Census tract,Tract 5303,17031530300,-87.6517524,41.6813144,8.619830593,2.2,161,47.6,1.03,24.22680412,155,87.55826461,19.39763356,15.81892167,43569.95532,24524.80614,20.35376183,0.817079599,4014
Census tract,Tract 5304,17031530400,-87.6515267,41.6740397,7.512597343,1.4,121.2,34,1.59,26.19047619,109,88.15977175,21.2553495,12.02185792,65661.4798,28725.24005,20.56802565,1.977920883,2183
Census tract,Tract 5305.01,17031530501,-87.632166,41.674278,8.293153327,3.6,221.6,74.2,3.47,33.66336634,102,89.77272727,19.140625,9.908883827,45762.45454,24968.18527,17.43008679,1.951507983,4148
Census tract,Tract 5305.02,17031530502,-87.6250225,41.6660802,8.447802198,0.6,52.8,17,0,43.37349398,45,89.06098742,16.45692159,15.81769437,58215.25606,24304.17729,16.68956044,0,1456
Census tract,Tract 5305.03,17031530503,-87.6375356,41.6642039,5.493437044,2.106555099,207.2,68.4,2.28,47.71863118,219.2732353,88.95257947,25.09119333,26.62251656,46730.88791,23015.4078,26.78571429,0.154083205,6171
Census tract,Tract 5306,17031530600,-87.6191458,41.6700882,9.529754474,4.4,149.2,57,3.47,32.3699422,132,95.29190207,15.7564344,9.956709957,35108.62672,21017.01954,23.38743238,0.548986486,2403
Census tract,Tract 5401.01,17031540101,-87.5993689,41.6507203,6.578947368,4,219.4,89.2,3.07,20.76655052,128,84.98687664,4.67191601,28.56217617,16465.48876,11982.9045,49.14717349,0.734771273,4104
Census tract,Tract 5401.02,17031540102,-87.6054488,41.66733,8.878648233,3.2,172.2,66.6,4.13,22.78978389,193,83.44594595,6.824324324,32.78282411,16221.52417,13326.83121,57.65765766,1.283255086,3255
Census tract,Tract 5501,17031550100,-87.5359785,41.6631813,13.11018131,0.4,145.8,33,3.68,28.88283379,132,81.61683278,15.30454042,6.583936574,62914.22631,28360.35387,22.77786487,36.7709599,6465
Census tract,Tract 5502,17031550200,-87.564827,41.6550974,4.763719512,0.25,61.6,9.2,0.48,51.69082126,127,89.09293267,18.3639399,5.354200988,51151.95066,29233.32283,7.431402439,37.24430722,2624
Census tract,Tract 5601,17031560100,-87.741591,41.8156765,10,0.6,39.2,8.6,,17.04545455,209,71.68224299,12.52336449,9.240924092,65663.60123,18244.30888,5.737704918,10.57838661,1501
Census tract,Tract 5602,17031560200,-87.7478273,41.8113309,9.184914842,1.25,60.2,14.8,1.96,38.23529412,75,85.56862745,14.19607843,31.53049482,57759.14834,24464.34535,18.67396594,1.987179487,1644
Census tract,Tract 5603,17031560300,-87.747987,41.8039075,13.0592503,0.75,57.6,11,0,20.3539823,109,75.56869882,15.69608735,12.36028928,53864.20054,22721.58956,17.98473282,21.69568021,3308
Census tract,Tract 5604,17031560400,-87.7406144,41.8040062,13.06032097,0.5,59.4,12.6,,0,71,60.38851351,13.51351351,10.27932961,64259.21374,19899.02527,14.33314887,24.3902439,1807
Census tract,Tract 5607,17031560700,-87.7575202,41.7964626,13.7088204,0,70.4,12.4,0.45,16.70378619,151,80.74821354,18.07482135,11.63505894,64453.3247,24132.34136,13.25878594,40.34463895,3764
Census tract,Tract 5608,17031560800,-87.7721659,41.7962056,10.80573575,0,92.4,9.8,0,22.48394004,204,85.49675487,18.14777833,5.914768553,75907.99281,34562.35817,9.165667295,39.82632385,5858
Census tract,Tract 5609,17031560900,-87.7916514,41.7957702,3.605277829,0,67.8,7.8,0,0,156,89.12931479,23.57032457,5.358914985,102180.8583,42603.64338,3.493774391,54.48197773,5381
Census tract,Tract 5610,17031561000,-87.7915033,41.7885022,1.396603714,0,47.4,5,0.7,8.362369338,142,89.46039036,29.94259472,1.40625,109453.1247,40042.01513,3.653260695,58.67644607,6301
Census tract,Tract 5611,17031561100,-87.7719099,41.7888698,6.548672566,0,43.4,6.8,0.64,23.56687898,88,84.76361768,28.87975334,7.233333333,97165.7948,36293.44608,4.707964602,49.03237157,5650
Census tract,Tract 5701,17031570100,-87.7189132,41.8162003,7.96875,0,31.8,3.8,0,18.85245902,212,63.79310345,11.40583554,7.385524372,59408.56115,22819.1754,14.97241923,13.59816654,1280
Census tract,Tract 5702,17031570200,-87.7307183,41.8143799,9.749552773,0,117.6,12.8,1.15,29.88505747,208,70.88873338,20.85374388,6.602870813,62184.45396,23971.11258,12.47763864,11.58969805,2236
Census tract,Tract 5703,17031570300,-87.7307909,41.8041449,14.53684922,0.8,116.4,27,0.48,23.63344051,257,70.87129841,9.880410023,8.067473414,51581.5405,19677.3357,22.26178366,13.97236615,5916
Census tract,Tract 5704,17031570400,-87.7191305,41.8049921,8.414634146,0.25,50.8,8.4,0.36,25.72463768,108,69.5970696,11.08058608,8.716136631,44902.21416,20771.99423,7.682926829,16.2611276,1640
