,ADDRESS,CITY,STATE,ZIP,full_address,coords,type,isochrones
0,1713 S. Ashland Ave.,Chicago,IL,60608,"1713 S. Ashland Ave., Chicago, IL, 60608","(41.85859418201153, -87.6660674613758)",neighborhood_health_clinics,"[TimeMapResult(search_id='Search 0', shapes=[Shape(shell=[Coordinates(lat=41.849346, lng=-87.68798), Coordinates(lat=41.848446, lng=-87.686775), Coordinates(lat=41.844845, lng=-87.686775), Coordinates(lat=41.843044, lng=-87.68437), Coordinates(lat=41.841244, lng=-87.686775), Coordinates(lat=41.840343, lng=-87.68557), Coordinates(lat=41.840343, lng=-87.680756), Coordinates(lat=41.837643, lng=-87.67715), Coordinates(lat=41.836742, lng=-87.67835), Coordinates(lat=41.836742, lng=-87.680756), Coordinates(lat=41.835842, lng=-87.68196), Coordinates(lat=41.831337, lng=-87.67594), Coordinates(lat=41.831337, lng=-87.66391), Coordinates(lat=41.832237, lng=-87.662704), Coordinates(lat=41.835842, lng=-87.662704), Coordinates(lat=41.836742, lng=-87.6615), Coordinates(lat=41.836742, lng=-87.65428), Coordinates(lat=41.837643, lng=-87.653076), Coordinates(lat=41.839443, lng=-87.653076), Coordinates(lat=41.841244, lng=-87.650665), Coordinates(lat=41.844845, lng=-87.650665), Coordinates(lat=41.845745, lng=-87.64947), Coordinates(lat=41.843945, lng=-87.64706), Coordinates(lat=41.844845, lng=-87.64585), Coordinates(lat=41.846645, lng=-87.64585), Coordinates(lat=41.847546, lng=-87.644646), Coordinates(lat=41.847546, lng=-87.64224), Coordinates(lat=41.852047, lng=-87.63622), Coordinates(lat=41.853848, lng=-87.63622), Coordinates(lat=41.854973, lng=-87.63743), Coordinates(lat=41.856323, lng=-87.63743), Coordinates(lat=41.85745, lng=-87.63622), Coordinates(lat=41.85925, lng=-87.63863), Coordinates(lat=41.86465, lng=-87.63863), Coordinates(lat=41.86645, lng=-87.64104), Coordinates(lat=41.870052, lng=-87.64104), Coordinates(lat=41.871853, lng=-87.64345), Coordinates(lat=41.873653, lng=-87.64345), Coordinates(lat=41.874554, lng=-87.644646), Coordinates(lat=41.872753, lng=-87.64706), Coordinates(lat=41.872753, lng=-87.64947), Coordinates(lat=41.873653, lng=-87.650665), Coordinates(lat=41.875454, lng=-87.64826), Coordinates(lat=41.876354, lng=-87.64947), Coordinates(lat=41.874554, lng=-87.65187), Coordinates(lat=41.874554, lng=-87.65428), Coordinates(lat=41.875454, lng=-87.65548), Coordinates(lat=41.877254, lng=-87.65548), Coordinates(lat=41.878155, lng=-87.656685), Coordinates(lat=41.878155, lng=-87.6615), Coordinates(lat=41.879955, lng=-87.66391), Coordinates(lat=41.879955, lng=-87.66631), Coordinates(lat=41.878155, lng=-87.668724), Coordinates(lat=41.878155, lng=-87.67113), Coordinates(lat=41.876354, lng=-87.67354), Coordinates(lat=41.876354, lng=-87.68317), Coordinates(lat=41.875454, lng=-87.68437), Coordinates(lat=41.874554, lng=-87.68317), Coordinates(lat=41.874554, lng=-87.680756), Coordinates(lat=41.873653, lng=-87.67956), Coordinates(lat=41.870052, lng=-87.67956), Coordinates(lat=41.869152, lng=-87.680756), Coordinates(lat=41.869152, lng=-87.68317), Coordinates(lat=41.870052, lng=-87.68437), Coordinates(lat=41.871853, lng=-87.68196), Coordinates(lat=41.872753, lng=-87.68317), Coordinates(lat=41.872753, lng=-87.68557), Coordinates(lat=41.870953, lng=-87.68798), Coordinates(lat=41.870953, lng=-87.690384), Coordinates(lat=41.869152, lng=-87.692795), Coordinates(lat=41.869152, lng=-87.6952), Coordinates(lat=41.86645, lng=-87.698814), Coordinates(lat=41.86555, lng=-87.69761), Coordinates(lat=41.86555, lng=-87.6952), Coordinates(lat=41.86465, lng=-87.694), Coordinates(lat=41.86285, lng=-87.694), Coordinates(lat=41.86105, lng=-87.6964), Coordinates(lat=41.85745, lng=-87.6964), Coordinates(lat=41.855648, lng=-87.698814), Coordinates(lat=41.853848, lng=-87.698814), Coordinates(lat=41.852947, lng=-87.69761), Coordinates(lat=41.851147, lng=-87.6952), Coordinates(lat=41.851147, lng=-87.692795), Coordinates(lat=41.849346, lng=-87.690384), Coordinates(lat=41.849346, lng=-87.68798)], holes=[])])]"
1,2938 E. 89th St.,Chicago,IL,60617,"2938 E. 89th St., Chicago, IL, 60617","(41.733735602176786, -87.55257057910126)",neighborhood_health_clinics,"[TimeMapResult(search_id='Search 0', shapes=[Shape(shell=[Coordinates(lat=41.76303, lng=-87.61463), Coordinates(lat=41.76123, lng=-87.61463), Coordinates(lat=41.75943, lng=-87.61223), Coordinates(lat=41.75763, lng=-87.61223), Coordinates(lat=41.75673, lng=-87.61102), Coordinates(lat=41.75853, lng=-87.60862), Coordinates(lat=41.75853, lng=-87.606224), Coordinates(lat=41.75673, lng=-87.60382), Coordinates(lat=41.75853, lng=-87.60142), Coordinates(lat=41.75853, lng=-87.599014), Coordinates(lat=41.75943, lng=-87.59782), Coordinates(lat=41.76123, lng=-87.59782), Coordinates(lat=41.765736, lng=-87.60382), Coordinates(lat=41.765736, lng=-87.606224), Coordinates(lat=41.766636, lng=-87.60742), Coordinates(lat=41.768436, lng=-87.60502), Coordinates(lat=41.769337, lng=-87.606224), Coordinates(lat=41.769337, lng=-87.61102), Coordinates(lat=41.772938, lng=-87.61583), Coordinates(lat=41.768436, lng=-87.62183), Coordinates(lat=41.766636, lng=-87.61943), Coordinates(lat=41.76483, lng=-87.61943), Coordinates(lat=41.76393, lng=-87.61823), Coordinates(lat=41.76393, lng=-87.61583), Coordinates(lat=41.76303, lng=-87.61463)], holes=[]), Shape(shell=[Coordinates(lat=41.715313, lng=-87.60142), Coordinates(lat=41.715313, lng=-87.599014), Coordinates(lat=41.713512, lng=-87.59661), Coordinates(lat=41.713512, lng=-87.59181), Coordinates(lat=41.71171, lng=-87.58941), Coordinates(lat=41.713512, lng=-87.587006), Coordinates(lat=41.71171, lng=-87.5846), Coordinates(lat=41.712612, lng=-87.583405), Coordinates(lat=41.714413, lng=-87.58581), Coordinates(lat=41.716213, lng=-87.58581), Coordinates(lat=41.717113, lng=-87.5846), Coordinates(lat=41.717113, lng=-87.5822), Coordinates(lat=41.718014, lng=-87.580696), Coordinates(lat=41.716213, lng=-87.5786), Coordinates(lat=41.715088, lng=-87.5774), Coordinates(lat=41.712612, lng=-87.576195), Coordinates(lat=41.71081, lng=-87.57379), Coordinates(lat=41.70811, lng=-87.5774), Coordinates(lat=41.70991, lng=-87.579796), Coordinates(lat=41.70991, lng=-87.587006), Coordinates(lat=41.70721, lng=-87.59061), Coordinates(lat=41.70451, lng=-87.587006), Coordinates(lat=41.70631, lng=-87.5846), Coordinates(lat=41.70721, lng=-87.5831), Coordinates(lat=41.70721, lng=-87.5813), Coordinates(lat=41.70631, lng=-87.579796), Coordinates(lat=41.70631, lng=-87.5774), Coordinates(lat=41.70991, lng=-87.57259), Coordinates(lat=41.70901, lng=-87.57139), Coordinates(lat=41.70721, lng=-87.57139), Coordinates(lat=41.70451, lng=-87.56779), Coordinates(lat=41.70451, lng=-87.565384), Coordinates(lat=41.70631, lng=-87.56299), Coordinates(lat=41.70541, lng=-87.56178), Coordinates(lat=41.70361, lng=-87.56178), Coordinates(lat=41.70181, lng=-87.55938), Coordinates(lat=41.70001, lng=-87.55938), Coordinates(lat=41.69911, lng=-87.55818), Coordinates(lat=41.69911, lng=-87.55578), Coordinates(lat=41.70001, lng=-87.55458), Coordinates(lat=41.70181, lng=-87.55458), Coordinates(lat=41.70361, lng=-87.55218), Coordinates(lat=41.70721, lng=-87.55218), Coordinates(lat=41.71171, lng=-87.54617), Coordinates(lat=41.71171, lng=-87.54137), Coordinates(lat=41.71081, lng=-87.54017), Coordinates(lat=41.70901, lng=-87.54017), Coordinates(lat=41.70721, lng=-87.542564), Coordinates(lat=41.70361, lng=-87.537766), Coordinates(lat=41.70181, lng=-87.537766), Coordinates(lat=41.70091, lng=-87.53656), Coordinates(lat=41.70361, lng=-87.53296), Coordinates(lat=41.70721, lng=-87.53296), Coordinates(lat=41.70901, lng=-87.530556), Coordinates(lat=41.712612, lng=-87.530556), Coordinates(lat=41.714413, lng=-87.52815), Coordinates(lat=41.716213, lng=-87.52815), Coordinates(lat=41.718014, lng=-87.52575), Coordinates(lat=41.719814, lng=-87.52575), Coordinates(lat=41.721615, lng=-87.52545), Coordinates(lat=41.72229, lng=-87.52455), Coordinates(lat=41.723415, lng=-87.52335), Coordinates(lat=41.724316, lng=-87.52455), Coordinates(lat=41.724316, lng=-87.53176), Coordinates(lat=41.725216, lng=-87.53296), Coordinates(lat=41.72702, lng=-87.53296), Coordinates(lat=41.72792, lng=-87.53416), Coordinates(lat=41.72792, lng=-87.53656), Coordinates(lat=41.729496, lng=-87.53896), Coordinates(lat=41.73062, lng=-87.537766), Coordinates(lat=41.734222, lng=-87.537766), Coordinates(lat=41.735123, lng=-87.53656), Coordinates(lat=41.735123, lng=-87.53176), Coordinates(lat=41.737823, lng=-87.52815), Coordinates(lat=41.738724, lng=-87.52936), Coordinates(lat=41.738724, lng=-87.53416), Coordinates(lat=41.739624, lng=-87.53536), Coordinates(lat=41.741425, lng=-87.53536), Coordinates(lat=41.743225, lng=-87.537766), Coordinates(lat=41.746826, lng=-87.537766), Coordinates(lat=41.748627, lng=-87.54017), Coordinates(lat=41.750427, lng=-87.54017), Coordinates(lat=41.751328, lng=-87.54137), Coordinates(lat=41.750427, lng=-87.542564), Coordinates(lat=41.748627, lng=-87.542564), Coordinates(lat=41.747726, lng=-87.54377), Coordinates(lat=41.748627, lng=-87.54497), Coordinates(lat=41.750427, lng=-87.54497), Coordinates(lat=41.752228, lng=-87.54737), Coordinates(lat=41.75403, lng=-87.54737), Coordinates(lat=41.75493, lng=-87.54857), Coordinates(lat=41.753128, lng=-87.55097), Coordinates(lat=41.75493, lng=-87.553375), Coordinates(lat=41.75493, lng=-87.55578), Coordinates(lat=41.75673, lng=-87.55818), Coordinates(lat=41.75673, lng=-87.560585), Coordinates(lat=41.75493, lng=-87.56299), Coordinates(lat=41.75493, lng=-87.565384), Coordinates(lat=41.75403, lng=-87.56659), Coordinates(lat=41.752228, lng=-87.56659), Coordinates(lat=41.751328, lng=-87.56779), Coordinates(lat=41.75493, lng=-87.57259), Coordinates(lat=41.75493, lng=-87.575), Coordinates(lat=41.75673, lng=-87.5774), Coordinates(lat=41.75673, lng=-87.579796), Coordinates(lat=41.75763, lng=-87.581), Coordinates(lat=41.75943, lng=-87.581), Coordinates(lat=41.76033, lng=-87.5822), Coordinates(lat=41.76033, lng=-87.58941), Coordinates(lat=41.75853, lng=-87.59181), Coordinates(lat=41.75853, lng=-87.59421), Coordinates(lat=41.75763, lng=-87.59541), Coordinates(lat=41.75673, lng=-87.59421), Coordinates(lat=41.75673, lng=-87.59181), Coordinates(lat=41.75583, lng=-87.59061), Coordinates(lat=41.75493, lng=-87.59181), Coordinates(lat=41.75493, lng=-87.59421), Coordinates(lat=41.75403, lng=-87.59541), Coordinates(lat=41.752228, lng=-87.59301), Coordinates(lat=41.750427, lng=-87.59301), Coordinates(lat=41.749527, lng=-87.59421), Coordinates(lat=41.751328, lng=-87.59661), Coordinates(lat=41.750427, lng=-87.59782), Coordinates(lat=41.746826, lng=-87.59782), Coordinates(lat=41.745026, lng=-87.60022), Coordinates(lat=41.741425, lng=-87.59541), Coordinates(lat=41.737823, lng=-87.60022), Coordinates(lat=41.736023, lng=-87.60022), Coordinates(lat=41.735123, lng=-87.599014), Coordinates(lat=41.735123, lng=-87.59661), Coordinates(lat=41.73062, lng=-87.59061), Coordinates(lat=41.72972, lng=-87.59181), Coordinates(lat=41.72972, lng=-87.59421), Coordinates(lat=41.73152, lng=-87.59661), Coordinates(lat=41.73062, lng=-87.59782), Coordinates(lat=41.72882, lng=-87.59782), Coordinates(lat=41.72792, lng=-87.599014), Coordinates(lat=41.72792, lng=-87.60142), Coordinates(lat=41.726116, lng=-87.60382), Coordinates(lat=41.726116, lng=-87.606224), Coordinates(lat=41.725216, lng=-87.60742), Coordinates(lat=41.723415, lng=-87.60742), Coordinates(lat=41.721615, lng=-87.609825), Coordinates(lat=41.720715, lng=-87.60862), Coordinates(lat=41.720715, lng=-87.606224), Coordinates(lat=41.719814, lng=-87.60502), Coordinates(lat=41.718014, lng=-87.60502), Coordinates(lat=41.715313, lng=-87.60142)], holes=[])])]"
2,3059 W. 26th St.,Chicago,IL,60623,"3059 W. 26th St., Chicago, IL, 60623","(41.84364547069314, -87.7019192211315)",neighborhood_health_clinics,"[TimeMapResult(search_id='Search 0', shapes=[Shape(shell=[Coordinates(lat=41.82791, lng=-87.75952), Coordinates(lat=41.829712, lng=-87.75712), Coordinates(lat=41.82791, lng=-87.754715), Coordinates(lat=41.830612, lng=-87.7511), Coordinates(lat=41.832413, lng=-87.75351), Coordinates(lat=41.833313, lng=-87.752304), Coordinates(lat=41.833313, lng=-87.74749), Coordinates(lat=41.832413, lng=-87.74629), Coordinates(lat=41.830612, lng=-87.74629), Coordinates(lat=41.82881, lng=-87.74388), Coordinates(lat=41.82701, lng=-87.74388), Coordinates(lat=41.82611, lng=-87.742676), Coordinates(lat=41.82701, lng=-87.74148), Coordinates(lat=41.830612, lng=-87.74148), Coordinates(lat=41.831512, lng=-87.74027), Coordinates(lat=41.830612, lng=-87.73907), Coordinates(lat=41.82521, lng=-87.73907), Coordinates(lat=41.82431, lng=-87.73787), Coordinates(lat=41.82431, lng=-87.73546), Coordinates(lat=41.82611, lng=-87.733055), Coordinates(lat=41.82431, lng=-87.730644), Coordinates(lat=41.82431, lng=-87.72824), Coordinates(lat=41.82521, lng=-87.72674), Coordinates(lat=41.82251, lng=-87.72824), Coordinates(lat=41.82251, lng=-87.730644), Coordinates(lat=41.82071, lng=-87.733055), Coordinates(lat=41.82071, lng=-87.73787), Coordinates(lat=41.81891, lng=-87.74027), Coordinates(lat=41.82251, lng=-87.74509), Coordinates(lat=41.82251, lng=-87.752304), Coordinates(lat=41.82161, lng=-87.75351), Coordinates(lat=41.82071, lng=-87.752304), Coordinates(lat=41.82071, lng=-87.74749), Coordinates(lat=41.81981, lng=-87.74629), Coordinates(lat=41.816208, lng=-87.74629), Coordinates(lat=41.815308, lng=-87.74749), Coordinates(lat=41.815308, lng=-87.7499), Coordinates(lat=41.814407, lng=-87.7511), Coordinates(lat=41.812607, lng=-87.7511), Coordinates(lat=41.810806, lng=-87.75351), Coordinates(lat=41.809006, lng=-87.75351), Coordinates(lat=41.8081, lng=-87.754715), Coordinates(lat=41.8081, lng=-87.75712), Coordinates(lat=41.810806, lng=-87.76073), Coordinates(lat=41.812607, lng=-87.76073), Coordinates(lat=41.813507, lng=-87.76193), Coordinates(lat=41.812607, lng=-87.76313), Coordinates(lat=41.8018, lng=-87.76313), Coordinates(lat=41.8009, lng=-87.76193), Coordinates(lat=41.8018, lng=-87.76073), Coordinates(lat=41.8036, lng=-87.76073), Coordinates(lat=41.8063, lng=-87.75712), Coordinates(lat=41.8063, lng=-87.7499), Coordinates(lat=41.8018, lng=-87.74388), Coordinates(lat=41.8, lng=-87.74388), Coordinates(lat=41.7991, lng=-87.742676), Coordinates(lat=41.8, lng=-87.74148), Coordinates(lat=41.8036, lng=-87.74148), Coordinates(lat=41.8054, lng=-87.73907), Coordinates(lat=41.814407, lng=-87.73907), Coordinates(lat=41.815308, lng=-87.73787), Coordinates(lat=41.815308, lng=-87.733055), Coordinates(lat=41.813507, lng=-87.730644), Coordinates(lat=41.813507, lng=-87.72824), Coordinates(lat=41.810806, lng=-87.72463), Coordinates(lat=41.8072, lng=-87.72463), Coordinates(lat=41.8063, lng=-87.72343), Coordinates(lat=41.8072, lng=-87.72223), Coordinates(lat=41.810806, lng=-87.72223), Coordinates(lat=41.812607, lng=-87.71982), Coordinates(lat=41.816208, lng=-87.71982), Coordinates(lat=41.81801, lng=-87.717415), Coordinates(lat=41.81981, lng=-87.717415), Coordinates(lat=41.82071, lng=-87.71861), Coordinates(lat=41.82071, lng=-87.72343), Coordinates(lat=41.82161, lng=-87.72463), Coordinates(lat=41.82431, lng=-87.72102), Coordinates(lat=41.82251, lng=-87.71861), Coordinates(lat=41.82251, lng=-87.713806), Coordinates(lat=41.81981, lng=-87.71019), Coordinates(lat=41.81801, lng=-87.71019), Coordinates(lat=41.816208, lng=-87.7126), Coordinates(lat=41.810806, lng=-87.7126), Coordinates(lat=41.8081, lng=-87.71621), Coordinates(lat=41.809906, lng=-87.71861), Coordinates(lat=41.809006, lng=-87.71982), Coordinates(lat=41.8072, lng=-87.717415), Coordinates(lat=41.8054, lng=-87.71982), Coordinates(lat=41.8045, lng=-87.71861), Coordinates(lat=41.8081, lng=-87.713806), Coordinates(lat=41.8081, lng=-87.70899), Coordinates(lat=41.8072, lng=-87.70779), Coordinates(lat=41.8063, lng=-87.70899), Coordinates(lat=41.8063, lng=-87.711395), Coordinates(lat=41.8054, lng=-87.7126), Coordinates(lat=41.8045, lng=-87.711395), Coordinates(lat=41.8045, lng=-87.70658), Coordinates(lat=41.8081, lng=-87.701775), Coordinates(lat=41.8081, lng=-87.69936), Coordinates(lat=41.809006, lng=-87.69816), Coordinates(lat=41.810806, lng=-87.70057), Coordinates(lat=41.813507, lng=-87.69696), Coordinates(lat=41.811707, lng=-87.69455), Coordinates(lat=41.812607, lng=-87.69335), Coordinates(lat=41.814407, lng=-87.69335), Coordinates(lat=41.81801, lng=-87.68854), Coordinates(lat=41.81981, lng=-87.68854), Coordinates(lat=41.82071, lng=-87.68733), Coordinates(lat=41.81981, lng=-87.68613), Coordinates(lat=41.81801, lng=-87.68613), Coordinates(lat=41.81711, lng=-87.68493), Coordinates(lat=41.81801, lng=-87.68372), Coordinates(lat=41.81981, lng=-87.68372), Coordinates(lat=41.82071, lng=-87.68252), Coordinates(lat=41.82071, lng=-87.680115), Coordinates(lat=41.82341, lng=-87.676506), Coordinates(lat=41.82431, lng=-87.677704), Coordinates(lat=41.82431, lng=-87.680115), Coordinates(lat=41.82521, lng=-87.68132), Coordinates(lat=41.82611, lng=-87.680115), Coordinates(lat=41.82611, lng=-87.6753), Coordinates(lat=41.82791, lng=-87.6729), Coordinates(lat=41.82701, lng=-87.67169), Coordinates(lat=41.82521, lng=-87.67169), Coordinates(lat=41.82431, lng=-87.67049), Coordinates(lat=41.82521, lng=-87.66929), Coordinates(lat=41.82701, lng=-87.66929), Coordinates(lat=41.82791, lng=-87.66808), Coordinates(lat=41.82791, lng=-87.66567), Coordinates(lat=41.82881, lng=-87.664474), Coordinates(lat=41.830612, lng=-87.664474), Coordinates(lat=41.831512, lng=-87.66327), Coordinates(lat=41.829712, lng=-87.660866), Coordinates(lat=41.830612, lng=-87.65966), Coordinates(lat=41.832413, lng=-87.65966), Coordinates(lat=41.837814, lng=-87.65244), Coordinates(lat=41.841415, lng=-87.65244), Coordinates(lat=41.844116, lng=-87.65605), Coordinates(lat=41.844116, lng=-87.66327), Coordinates(lat=41.84569, lng=-87.66567), Coordinates(lat=41.846817, lng=-87.664474), Coordinates(lat=41.850418, lng=-87.664474), Coordinates(lat=41.85222, lng=-87.66206), Coordinates(lat=41.85312, lng=-87.66327), Coordinates(lat=41.85312, lng=-87.6753), Coordinates(lat=41.860325, lng=-87.68493), Coordinates(lat=41.860325, lng=-87.68733), Coordinates(lat=41.863926, lng=-87.69215), Coordinates(lat=41.863926, lng=-87.69455), Coordinates(lat=41.864826, lng=-87.695755), Coordinates(lat=41.866627, lng=-87.69335), Coordinates(lat=41.867527, lng=-87.69455), Coordinates(lat=41.867527, lng=-87.69696), Coordinates(lat=41.869328, lng=-87.69936), Coordinates(lat=41.869328, lng=-87.70418), Coordinates(lat=41.871128, lng=-87.70658), Coordinates(lat=41.870228, lng=-87.70779), Coordinates(lat=41.868427, lng=-87.70779), Coordinates(lat=41.867527, lng=-87.70899), Coordinates(lat=41.867527, lng=-87.713806), Coordinates(lat=41.868427, lng=-87.715004), Coordinates(lat=41.869328, lng=-87.713806), Coordinates(lat=41.869328, lng=-87.711395), Coordinates(lat=41.870228, lng=-87.71019), Coordinates(lat=41.871128, lng=-87.711395), Coordinates(lat=41.871128, lng=-87.71621), Coordinates(lat=41.869328, lng=-87.71861), Coordinates(lat=41.869328, lng=-87.72102), Coordinates(lat=41.867527, lng=-87.72343), Coordinates(lat=41.867527, lng=-87.72584), Coordinates(lat=41.869328, lng=-87.72824), Coordinates(lat=41.869328, lng=-87.730644), Coordinates(lat=41.868427, lng=-87.73185), Coordinates(lat=41.866627, lng=-87.73185), Coordinates(lat=41.864826, lng=-87.73426), Coordinates(lat=41.861225, lng=-87.73426), Coordinates(lat=41.860325, lng=-87.73546), Coordinates(lat=41.860325, lng=-87.73787), Coordinates(lat=41.859425, lng=-87.73907), Coordinates(lat=41.85222, lng=-87.73907), Coordinates(lat=41.85132, lng=-87.74027), Coordinates(lat=41.85492, lng=-87.74509), Coordinates(lat=41.85402, lng=-87.74629), Coordinates(lat=41.85222, lng=-87.74629), Coordinates(lat=41.85132, lng=-87.74749), Coordinates(lat=41.85132, lng=-87.7499), Coordinates(lat=41.849518, lng=-87.752304), Coordinates(lat=41.849518, lng=-87.75952), Coordinates(lat=41.85132, lng=-87.76193), Coordinates(lat=41.848618, lng=-87.76554), Coordinates(lat=41.846817, lng=-87.76554), Coordinates(lat=41.844116, lng=-87.76915), Coordinates(lat=41.844116, lng=-87.77155), Coordinates(lat=41.843216, lng=-87.77276), Coordinates(lat=41.842316, lng=-87.77155), Coordinates(lat=41.842316, lng=-87.76915), Coordinates(lat=41.844116, lng=-87.76675), Coordinates(lat=41.842316, lng=-87.764336), Coordinates(lat=41.842316, lng=-87.75952), Coordinates(lat=41.841415, lng=-87.75832), Coordinates(lat=41.840515, lng=-87.75952), Coordinates(lat=41.840515, lng=-87.76193), Coordinates(lat=41.836914, lng=-87.76675), Coordinates(lat=41.836914, lng=-87.773964), Coordinates(lat=41.836014, lng=-87.77517), Coordinates(lat=41.834213, lng=-87.77517), Coordinates(lat=41.832413, lng=-87.77757), Coordinates(lat=41.831512, lng=-87.77637), Coordinates(lat=41.831512, lng=-87.773964), Coordinates(lat=41.833313, lng=-87.77155), Coordinates(lat=41.832413, lng=-87.770355), Coordinates(lat=41.830612, lng=-87.770355), Coordinates(lat=41.82791, lng=-87.76675), Coordinates(lat=41.82791, lng=-87.75952)], holes=[]), Shape(shell=[Coordinates(lat=41.85762, lng=-87.64041), Coordinates(lat=41.858524, lng=-87.64161), Coordinates(lat=41.858524, lng=-87.64642), Coordinates(lat=41.85762, lng=-87.64763), Coordinates(lat=41.85582, lng=-87.64763), Coordinates(lat=41.85492, lng=-87.648834), Coordinates(lat=41.85492, lng=-87.65124), Coordinates(lat=41.85402, lng=-87.65244), Coordinates(lat=41.85132, lng=-87.648834), Coordinates(lat=41.849518, lng=-87.64642), Coordinates(lat=41.849518, lng=-87.64402), Coordinates(lat=41.850418, lng=-87.642815), Coordinates(lat=41.85222, lng=-87.642815), Coordinates(lat=41.85402, lng=-87.64041), Coordinates(lat=41.85762, lng=-87.64041)], holes=[])])]"
